Unnamed: 0,Released,Released.1,Title,Genre,Production Method,Creative Type,Production Budget,Domestic Box Office,International Box Office,Worldwide Box Office
77,"Feb 9, 2018",2018,The 15:17 to Paris,Drama,Live Action,Dramatization,"$30,000,000","$36,276,286","$19,819,914","$56,096,200"
78,"Aug 17, 2018",2018,Mile 22,Action,Live Action,Contemporary Fiction,"$35,000,000","$36,108,758","$30,186,363","$66,295,121"
79,"Aug 17, 2018",2018,Alpha,Adventure,Live Action,Historical Fiction,"$51,000,000","$35,851,379","$63,773,494","$99,624,873"
80,"Sep 7, 2018",2018,Peppermint,Action,Live Action,Contemporary Fiction,"$25,000,000","$35,418,723","$16,382,035","$51,800,758"
81,"Nov 23, 2018",2018,The Favourite,Black Comedy,Live Action,Dramatization,"$15,000,000","$34,366,783","$61,482,246","$95,849,029"
82,"Mar 2, 2018",2018,Death Wish,Action,Live Action,Contemporary Fiction,"$30,000,000","$34,017,028","$14,558,937","$48,575,965"
83,"Aug 3, 2018",2018,The Spy Who Dumped Me,Comedy,Live Action,Contemporary Fiction,"$40,000,000","$33,562,069","$45,436,176","$78,998,245"
84,"Feb 23, 2018",2018,Annihilation,Thriller/Suspense,Live Action,Science Fiction,"$55,000,000","$32,732,301","$10,338,614","$43,070,915"
85,"Mar 23, 2018",2018,Isle of Dogs,Adventure,Stop-Motion Animation,Kids Fiction,$0,"$32,015,231","$26,482,519","$58,497,750"
86,"Nov 2, 2018",2018,Nobody’s Fool,Drama,Live Action,Contemporary Fiction,"$19,000,000","$31,713,110","$876,383","$32,589,493"
87,"Jun 1, 2018",2018,Adrift,Drama,Live Action,Dramatization,"$35,000,000","$31,445,011","$26,452,180","$57,897,191"
88,"Nov 21, 2018",2018,Robin Hood,Action,Live Action,Historical Fiction,"$99,000,000","$30,824,628","$54,385,384","$85,210,012"
89,"Apr 20, 2018",2018,Super Troopers 2,Comedy,Live Action,Contemporary Fiction,"$13,500,000","$30,617,396","$1,349,344","$31,966,740"
90,"Dec 25, 2018",2018,Holmes & Watson,Comedy,Live Action,Historical Fiction,"$42,000,000","$30,568,743","$11,357,862","$41,926,605"
91,"Aug 10, 2018",2018,Slender Man,Horror,Live Action,Contemporary Fiction,"$10,000,000","$30,564,825","$21,381,124","$51,945,949"
92,"Jul 27, 2018",2018,Teen Titans Go! To The Movies,Adventure,Digital Animation,Kids Fiction,"$10,000,000","$29,790,236","$21,830,357","$51,620,593"
93,"Oct 5, 2018",2018,The Hate U Give,Drama,Live Action,Contemporary Fiction,"$23,000,000","$29,719,483","$5,348,182","$35,067,665"
94,"Aug 24, 2018",2018,Searching,Thriller/Suspense,Live Action,Contemporary Fiction,"$880,000","$26,015,149","$49,620,898","$75,636,047"
95,"Feb 2, 2018",2018,Winchester,Horror,Live Action,Dramatization,"$3,500,000","$25,091,816","$20,868,439","$45,960,255"
96,"Dec 25, 2018",2018,On the Basis of Sex,Drama,Live Action,Dramatization,"$20,000,000","$24,704,837","$14,076,051","$38,780,888"
97,"Mar 9, 2018",2018,The Strangers: Prey at Night,Horror,Live Action,Dramatization,"$5,000,000","$24,431,472","$7,712,790","$32,144,262"
98,"Sep 14, 2018",2018,White Boy Rick,Drama,Live Action,Dramatization,"$30,000,000","$24,004,833","$1,943,150","$25,947,983"
99,"Jun 8, 2018",2018,Won’t You Be My Neighbor?,Documentary,Live Action,Factual,$0,"$22,835,787","$11,872","$22,847,659"
100,"Nov 9, 2018",2018,Overlord,Action,Live Action,Historical Fiction,"$38,000,000","$21,704,844","$17,473,345","$39,178,189"
1,"Apr 26, 2019",2019,Avengers: Endgame,Action,Animation/Live Action,Super Hero,"$400,000,000","$858,373,000","$1,930,539,285","$2,788,912,285"
2,"Jul 19, 2019",2019,The Lion King,Adventure,Animation/Live Action,Kids Fiction,"$260,000,000","$543,638,043","$1,102,468,736","$1,646,106,779"
3,"Dec 20, 2019",2019,Star Wars: The Rise of Skywalker,Adventure,Animation/Live Action,Science Fiction,"$275,000,000","$515,202,542","$557,565,455","$1,072,767,997"
4,"Nov 22, 2019",2019,Frozen II,Adventure,Digital Animation,Kids Fiction,"$150,000,000","$477,373,578","$976,309,898","$1,453,683,476"
5,"Jun 21, 2019",2019,Toy Story 4,Adventure,Digital Animation,Kids Fiction,"$200,000,000","$434,038,008","$638,779,956","$1,072,817,964"
6,"Mar 8, 2019",2019,Captain Marvel,Action,Animation/Live Action,Super Hero,"$175,000,000","$426,829,839","$702,746,255","$1,129,576,094"
7,"Jul 2, 2019",2019,Spider-Man: Far From Home,Action,Live Action,Super Hero,"$160,000,000","$390,532,085","$741,575,437","$1,132,107,522"
8,"May 24, 2019",2019,Aladdin,Adventure,Animation/Live Action,Fantasy,"$182,000,000","$355,559,216","$691,028,297","$1,046,587,513"
9,"Oct 4, 2019",2019,Joker,Thriller/Suspense,Live Action,Contemporary Fiction,"$55,000,000","$335,451,311","$728,633,935","$1,064,085,246"
10,"Dec 13, 2019",2019,Jumanji: The Next Level,Adventure,Live Action,Science Fiction,"$125,000,000","$316,831,246","$481,378,969","$798,210,215"
11,"Sep 6, 2019",2019,It: Chapter Two,Horror,Live Action,Contemporary Fiction,"$70,000,000","$211,593,228","$255,968,358","$467,561,586"
12,"Mar 22, 2019",2019,Us,Thriller/Suspense,Live Action,Contemporary Fiction,"$20,000,000","$175,084,580","$80,938,127","$256,022,707"
13,"Aug 2, 2019",2019,Fast & Furious Presents: Hobbs & Shaw,Action,Live Action,Contemporary Fiction,"$200,000,000","$173,956,935","$586,775,991","$760,732,926"
14,"May 17, 2019",2019,John Wick: Chapter 3 — Parabellum,Action,Live Action,Contemporary Fiction,"$75,000,000","$171,016,727","$155,668,652","$326,685,379"
15,"Nov 27, 2019",2019,Knives Out,Drama,Live Action,Contemporary Fiction,"$40,000,000","$165,364,060","$147,534,686","$312,898,746"
16,"Feb 22, 2019",2019,How to Train Your Dragon: The Hidden …,Adventure,Digital Animation,Kids Fiction,"$129,000,000","$160,799,505","$360,795,917","$521,595,422"
17,"Dec 25, 2019",2019,1917,Thriller/Suspense,Live Action,Historical Fiction,"$100,000,000","$159,227,644","$229,912,796","$389,140,440"
18,"Jun 7, 2019",2019,The Secret Life of Pets 2,Adventure,Digital Animation,Kids Fiction,"$80,000,000","$158,874,395","$287,235,321","$446,109,716"
19,"May 10, 2019",2019,Pokémon: Detective Pikachu,Adventure,Animation/Live Action,Kids Fiction,"$150,000,000","$144,105,346","$284,814,480","$428,919,826"
20,"Jul 26, 2019",2019,Once Upon a Time…in Hollywood,Thriller/Suspense,Live Action,Dramatization,"$90,000,000","$142,502,728","$234,924,175","$377,426,903"
21,"Apr 5, 2019",2019,Shazam!,Action,Live Action,Super Hero,"$85,000,000","$140,371,656","$223,192,251","$363,563,907"
22,"Nov 15, 2019",2019,Ford v. Ferrari,Drama,Live Action,Dramatization,"$97,600,000","$117,624,357","$106,766,349","$224,390,706"
23,"Mar 29, 2019",2019,Dumbo,Adventure,Animation/Live Action,Kids Fiction,"$170,000,000","$114,766,307","$238,400,000","$353,166,307"
24,"Oct 18, 2019",2019,Maleficent: Mistress of Evil,Adventure,Live Action,Fantasy,"$185,000,000","$113,929,605","$375,251,752","$489,181,357"
25,"Jan 18, 2019",2019,Glass,Thriller/Suspense,Live Action,Contemporary Fiction,"$20,000,000","$111,048,468","$135,950,571","$246,999,039"
26,"May 31, 2019",2019,Godzilla: King of the Monsters,Action,Live Action,Science Fiction,"$170,000,000","$110,500,138","$272,799,776","$383,299,914"
27,"Jan 11, 2019",2019,The Upside,Comedy,Live Action,Dramatization,"$37,500,000","$108,235,497","$17,582,943","$125,818,440"
28,"Dec 25, 2019",2019,Little Women,Drama,Live Action,Historical Fiction,"$42,000,000","$108,095,955","$110,742,431","$218,838,386"
29,"Feb 8, 2019",2019,The LEGO Movie 2: The Second Part,Adventure,Digital Animation,Kids Fiction,"$99,000,000","$105,806,508","$84,324,527","$190,131,035"
30,"Sep 13, 2019",2019,Hustlers,Drama,Live Action,Dramatization,"$20,700,000","$104,963,598","$45,504,321","$150,467,919"
31,"Oct 11, 2019",2019,The Addams Family,Adventure,Digital Animation,Kids Fiction,"$24,000,000","$97,864,733","$102,723,813","$200,588,546"
32,"Sep 20, 2019",2019,Downton Abbey,Drama,Live Action,Historical Fiction,$0,"$96,853,865","$97,840,860","$194,694,725"
33,"May 31, 2019",2019,Rocketman,Drama,Live Action,Dramatization,"$41,000,000","$96,368,160","$94,627,033","$190,995,193"
34,"Feb 14, 2019",2019,Alita: Battle Angel,Action,Animation/Live Action,Science Fiction,"$170,000,000","$85,838,210","$316,061,830","$401,900,040"
35,"Aug 16, 2019",2019,Good Boys,Comedy,Live Action,Contemporary Fiction,"$20,000,000","$83,140,306","$28,033,942","$111,174,248"
36,"Jun 14, 2019",2019,Men in Black: International,Adventure,Animation/Live Action,Science Fiction,"$110,000,000","$80,001,807","$174,308,196","$254,310,003"
37,"Jun 26, 2019",2019,Annabelle Comes Home,Horror,Live Action,Contemporary Fiction,"$27,000,000","$74,152,591","$156,626,600","$230,779,191"
38,"Jun 28, 2019",2019,Yesterday,Romantic Comedy,Live Action,Contemporary Fiction,$0,"$73,286,650","$81,496,674","$154,783,324"
39,"Mar 1, 2019",2019,Tyler Perry’s A Madea Family Funeral,Comedy,Live Action,Contemporary Fiction,"$20,000,000","$73,257,045","$1,524,954","$74,781,999"
40,"Oct 18, 2019",2019,Zombieland: Double Tap,Comedy,Live Action,Contemporary Fiction,"$48,000,000","$73,118,130","$52,094,888","$125,213,018"
41,"Aug 23, 2019",2019,Angel Has Fallen,Thriller/Suspense,Live Action,Contemporary Fiction,"$40,000,000","$69,030,436","$64,315,147","$133,345,583"
42,"Aug 9, 2019",2019,Scary Stories to Tell in the Dark,Horror,Live Action,Historical Fiction,"$28,000,000","$68,947,075","$26,645,594","$95,592,669"
43,"Dec 25, 2019",2019,Spies in Disguise,Adventure,Digital Animation,Kids Fiction,"$100,000,000","$66,757,013","$98,367,080","$165,124,093"
44,"Jun 7, 2019",2019,Dark Phoenix,Action,Live Action,Super Hero,"$200,000,000","$65,845,974","$180,510,921","$246,356,895"
45,"Nov 1, 2019",2019,Terminator: Dark Fate,Action,Animation/Live Action,Science Fiction,"$185,000,000","$62,253,077","$188,114,589","$250,367,666"
46,"Nov 22, 2019",2019,A Beautiful Day in the Neighborhood,Drama,Live Action,Dramatization,"$45,000,000","$61,696,436","$6,893,567","$68,590,003"
47,"Sep 27, 2019",2019,Abominable,Adventure,Digital Animation,Kids Fiction,"$75,000,000","$60,761,390","$127,907,298","$188,668,688"
48,"Aug 9, 2019",2019,Dora and the Lost City of Gold,Adventure,Live Action,Kids Fiction,"$49,000,000","$60,477,943","$60,114,333","$120,592,276"
49,"Jan 4, 2019",2019,Escape Room,Horror,Live Action,Contemporary Fiction,"$9,000,000","$57,000,756","$98,614,971","$155,615,727"
50,"Nov 8, 2019",2019,Midway,Action,Live Action,Dramatization,"$100,000,000","$56,846,802","$69,968,228","$126,815,030"
51,"Apr 19, 2019",2019,The Curse of La Llorona,Horror,Live Action,Contemporary Fiction,"$9,000,000","$54,733,739","$68,400,000","$123,133,739"
52,"Apr 5, 2019",2019,Pet Sematary,Horror,Live Action,Contemporary Fiction,"$21,000,000","$54,724,696","$57,085,036","$111,809,732"
53,"Feb 8, 2019",2019,What Men Want,Romantic Comedy,Live Action,Contemporary Fiction,"$20,000,000","$54,611,903","$15,300,000","$69,911,903"
54,"Oct 11, 2019",2019,Gisaengchung (기생충),Black Comedy,Live Action,Contemporary Fiction,"$11,800,000","$53,369,745","$200,001,163","$253,370,908"
55,"Sep 20, 2019",2019,Ad Astra,Thriller/Suspense,Live Action,Science Fiction,"$80,000,000","$50,188,370","$85,217,910","$135,406,280"
56,"Dec 13, 2019",2019,Uncut Gems,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$50,023,780",$0,"$50,023,780"
57,"Feb 13, 2019",2019,Isn’t it Romantic,Romantic Comedy,Live Action,Contemporary Fiction,"$31,000,000","$48,791,187",$0,"$48,791,187"
58,"Oct 11, 2019",2019,Gemini Man,Action,Animation/Live Action,Science Fiction,"$140,000,000","$48,546,770","$118,051,592","$166,598,362"
59,"May 31, 2019",2019,MA,Horror,Live Action,Contemporary Fiction,"$5,000,000","$45,896,028","$15,324,756","$61,220,784"
60,"Mar 15, 2019",2019,Five Feet Apart,Drama,Live Action,Contemporary Fiction,"$7,000,000","$45,729,221","$46,824,988","$92,554,209"
61,"Mar 15, 2019",2019,Wonder Park,Adventure,Digital Animation,Kids Fiction,"$100,000,000","$45,216,793","$69,886,532","$115,103,325"
62,"Sep 20, 2019",2019,Rambo: Last Blood,Action,Live Action,Contemporary Fiction,"$50,000,000","$44,819,352","$46,559,534","$91,378,886"
63,"Nov 8, 2019",2019,Playing with Fire,Comedy,Live Action,Contemporary Fiction,$0,"$44,451,847","$16,784,873","$61,236,720"
64,"Nov 27, 2019",2019,Queen & Slim,Drama,Live Action,Contemporary Fiction,"$20,000,000","$43,808,310","$4,457,853","$48,266,163"
65,"Nov 1, 2019",2019,Harriet,Drama,Live Action,Dramatization,"$17,000,000","$43,082,155","$953,432","$44,035,587"
66,"Jan 11, 2019",2019,A Dog’s Way Home,Drama,Live Action,Contemporary Fiction,"$61,000,000","$41,952,715","$39,199,790","$81,152,505"
67,"Aug 13, 2019",2019,The Angry Birds Movie 2,Adventure,Digital Animation,Kids Fiction,"$65,000,000","$41,657,076","$110,598,112","$152,255,188"
68,"Apr 12, 2019",2019,Little,Comedy,Live Action,Contemporary Fiction,$0,"$40,860,481","$8,347,436","$49,207,917"
69,"Apr 17, 2019",2019,Breakthrough,Drama,Live Action,Dramatization,"$14,000,000","$40,713,082","$8,518,592","$49,231,674"
70,"Jul 12, 2019",2019,Crawl,Horror,Live Action,Contemporary Fiction,"$17,000,000","$39,014,193","$52,706,297","$91,720,490"
71,"Dec 25, 2019",2019,Just Mercy,Drama,Live Action,Dramatization,"$25,000,000","$36,001,502","$14,393,271","$50,394,773"
72,"May 10, 2019",2019,The Hustle,Comedy,Live Action,Contemporary Fiction,"$21,000,000","$35,417,038","$61,972,530","$97,389,568"
73,"May 3, 2019",2019,The Intruder,Thriller/Suspense,Live Action,Contemporary Fiction,"$8,000,000","$35,388,976","$5,208,425","$40,597,401"
74,"Nov 8, 2019",2019,Last Christmas,Romantic Comedy,Live Action,Contemporary Fiction,"$30,000,000","$35,150,750","$88,278,118","$123,428,868"
75,"Aug 23, 2019",2019,Overcomer,Drama,Live Action,Contemporary Fiction,"$5,000,000","$34,700,142","$3,393,422","$38,093,564"
76,"Oct 18, 2019",2019,Jojo Rabbit,Black Comedy,Live Action,Historical Fiction,"$14,000,000","$33,370,906","$53,507,167","$86,878,073"
77,"Feb 8, 2019",2019,Cold Pursuit,Thriller/Suspense,Live Action,Contemporary Fiction,"$60,000,000","$32,138,862","$30,460,297","$62,599,159"
78,"Dec 13, 2019",2019,Bombshell,Drama,Live Action,Dramatization,"$32,000,000","$31,762,808","$29,641,586","$61,404,394"
79,"Nov 8, 2019",2019,Doctor Sleep,Horror,Live Action,Contemporary Fiction,"$45,000,000","$31,581,712","$40,139,126","$71,720,838"
80,"Jan 16, 2019",2019,Dragon Ball Super: Broly,Action,Digital Animation,Fantasy,"$8,500,000","$30,376,755","$92,363,861","$122,740,616"
81,"May 3, 2019",2019,Long Shot,Romantic Comedy,Live Action,Contemporary Fiction,"$40,000,000","$30,316,271","$23,308,153","$53,624,424"
82,"Jun 21, 2019",2019,Child’s Play,Horror,Live Action,Contemporary Fiction,$0,"$29,208,403","$14,291,177","$43,499,580"
83,"Aug 21, 2019",2019,Ready or Not,Black Comedy,Live Action,Contemporary Fiction,"$6,000,000","$28,714,231","$28,071,620","$56,785,851"
84,"Nov 22, 2019",2019,21 Bridges,Thriller/Suspense,Live Action,Contemporary Fiction,"$33,000,000","$28,539,757","$14,117,874","$42,657,631"
85,"Feb 13, 2019",2019,Happy Death Day 2U,Thriller/Suspense,Live Action,Contemporary Fiction,"$9,000,000","$28,148,130","$36,538,385","$64,686,515"
86,"Jul 3, 2019",2019,Midsommar,Horror,Live Action,Contemporary Fiction,"$9,000,000","$27,426,363","$19,313,199","$46,739,562"
87,"Dec 20, 2019",2019,Cats,Musical,Animation/Live Action,Fantasy,"$100,000,000","$27,166,770","$48,401,798","$75,568,568"
88,"Aug 9, 2019",2019,The Art of Racing in the Rain,Drama,Live Action,Contemporary Fiction,"$18,000,000","$26,402,818","$7,371,145","$33,773,963"
89,"Oct 25, 2019",2019,Countdown,Horror,Live Action,Contemporary Fiction,"$6,500,000","$25,621,766","$16,554,435","$42,176,201"
90,"Sep 27, 2019",2019,Judy,Drama,Live Action,Dramatization,$0,"$24,319,961","$21,175,039","$45,495,000"
91,"Feb 14, 2019",2019,Fighting With My Family,Comedy,Live Action,Dramatization,"$11,000,000","$22,958,583","$18,544,505","$41,503,088"
92,"May 17, 2019",2019,A Dog’s Journey,Drama,Live Action,Contemporary Fiction,"$16,000,000","$22,782,371","$56,084,834","$78,867,205"
93,"May 24, 2019",2019,Booksmart,Comedy,Live Action,Contemporary Fiction,"$6,000,000","$22,680,962","$2,267,179","$24,948,141"
94,"Jul 12, 2019",2019,Stuber,Comedy,Live Action,Contemporary Fiction,"$16,000,000","$22,370,452","$7,263,571","$29,634,023"
95,"Dec 13, 2019",2019,Richard Jewell,Drama,Live Action,Dramatization,"$45,000,000","$22,345,542","$20,746,668","$43,092,210"
96,"Aug 16, 2019",2019,47 Meters Down: Uncaged,Thriller/Suspense,Live Action,Contemporary Fiction,"$12,000,000","$22,260,900","$25,321,663","$47,582,563"
97,"Oct 25, 2019",2019,Black and Blue,Action,Live Action,Contemporary Fiction,"$12,000,000","$22,012,729","$717,415","$22,730,144"
98,"Apr 12, 2019",2019,Hellboy,Horror,Live Action,Super Hero,"$50,000,000","$21,903,748","$32,052,732","$53,956,480"
99,"Jun 14, 2019",2019,Shaft,Comedy,Live Action,Contemporary Fiction,"$30,000,000","$21,360,215",$0,"$21,360,215"
100,"Aug 9, 2019",2019,The Peanut Butter Falcon,Adventure,Live Action,Contemporary Fiction,"$6,200,000","$20,457,158","$2,734,393","$23,191,551"
1,"Jan 17, 2020",2020,Bad Boys For Life,Action,Live Action,Contemporary Fiction,"$90,000,000","$204,417,855","$220,053,808","$424,471,663"
2,"Feb 14, 2020",2020,Sonic The Hedgehog,Adventure,Animation/Live Action,Kids Fiction,"$90,000,000","$146,066,470","$156,469,654","$302,536,124"
3,"Feb 7, 2020",2020,Birds of Prey (And the Fantabulous Em…,Action,Live Action,Super Hero,"$82,000,000","$84,158,461","$116,847,091","$201,005,552"
4,"Jan 17, 2020",2020,Dolittle,Adventure,Animation/Live Action,Kids Fiction,"$175,000,000","$77,047,065","$174,462,229","$251,509,294"
5,"Feb 28, 2020",2020,The Invisible Man,Horror,Live Action,Science Fiction,"$7,000,000","$64,914,050","$74,097,915","$139,011,965"
6,"Feb 21, 2020",2020,The Call of the Wild,Adventure,Live Action,Historical Fiction,"$125,000,000","$62,342,368","$45,008,823","$107,351,191"
7,"Mar 6, 2020",2020,Onward,Adventure,Digital Animation,Kids Fiction,"$200,000,000","$61,555,145","$71,802,456","$133,357,601"
8,"Nov 25, 2020",2020,The Croods: A New Age,Adventure,Digital Animation,Kids Fiction,"$65,000,000","$58,568,815","$156,221,431","$214,790,246"
9,"Sep 3, 2020",2020,Tenet,Action,Live Action,Science Fiction,"$205,000,000","$58,504,105","$301,736,084","$360,240,189"
10,"Dec 25, 2020",2020,Wonder Woman 1984,Action,Live Action,Super Hero,"$200,000,000","$46,801,036","$119,559,196","$166,360,232"
11,"Jan 24, 2020",2020,The Gentlemen,Action,Live Action,Contemporary Fiction,"$22,000,000","$36,471,796","$76,680,426","$113,152,222"
12,"Feb 14, 2020",2020,Fantasy Island,Horror,Live Action,Contemporary Fiction,"$7,000,000","$26,441,782","$22,077,175","$48,518,957"
13,"Aug 28, 2020",2020,The New Mutants,Horror,Live Action,Super Hero,"$67,000,000","$23,855,569","$20,752,678","$44,608,247"
14,"Jan 10, 2020",2020,Like a Boss,Comedy,Live Action,Contemporary Fiction,"$29,000,000","$22,169,514","$4,394,374","$26,563,888"
15,"Oct 9, 2020",2020,The War with Grandpa,Comedy,Live Action,Kids Fiction,"$38,000,000","$21,277,892","$25,541,177","$46,819,069"
16,"Jan 3, 2020",2020,The Grudge,Horror,Live Action,Contemporary Fiction,"$10,000,000","$21,216,148","$28,286,969","$49,503,117"
17,"Aug 14, 2020",2020,Unhinged,Thriller/Suspense,Live Action,Contemporary Fiction,"$33,000,000","$20,831,465","$16,507,639","$37,339,104"
18,"Feb 14, 2020",2020,The Photograph,Drama,Live Action,Contemporary Fiction,"$15,000,000","$20,578,185","$126,196","$20,704,381"
19,"Jan 10, 2020",2020,Underwater,Thriller/Suspense,Live Action,Science Fiction,"$65,000,000","$17,291,078","$21,886,417","$39,177,495"
20,"Jan 24, 2020",2020,The Turning,Horror,Live Action,Contemporary Fiction,"$12,000,000","$15,472,775","$2,987,964","$18,460,739"
21,"Jan 31, 2020",2020,Gretel & Hansel,Horror,Live Action,Historical Fiction,"$5,000,000","$15,347,654","$6,704,802","$22,052,456"
22,"Dec 18, 2020",2020,Monster Hunter,Action,Live Action,Science Fiction,"$60,000,000","$15,162,470","$32,691,423","$47,853,893"
23,"Oct 9, 2020",2020,Honest Thief,Thriller/Suspense,Live Action,Contemporary Fiction,"$30,000,000","$14,163,574","$18,446,057","$32,609,631"
24,"Mar 6, 2020",2020,The Way Back,Drama,Live Action,Contemporary Fiction,"$23,000,000","$13,590,514","$972,895","$14,563,409"
25,"Feb 26, 2020",2020,Boku no Hīrō Akademia The Movie Hī…,Adventure,Digital Animation,Super Hero,$0,"$13,553,826","$16,463,337","$30,017,163"
26,"Dec 25, 2020",2020,News of the World,Western,Live Action,Historical Fiction,"$38,000,000","$12,668,325",$0,"$12,668,325"
27,"Feb 21, 2020",2020,Brahms: The Boy II,Horror,Live Action,Contemporary Fiction,"$10,000,000","$12,611,536","$6,356,790","$18,968,326"
28,"Oct 30, 2020",2020,Come Play,Horror,Live Action,Contemporary Fiction,"$9,000,000","$10,475,990","$2,148,184","$12,624,174"
29,"Feb 21, 2020",2020,Impractical Jokers: The Movie,Comedy,Live Action,Contemporary Fiction,"$3,000,000","$10,466,091",$0,"$10,466,091"
30,"Mar 13, 2020",2020,I Still Believe,Drama,Live Action,Dramatization,"$12,000,000","$10,410,004","$6,293,747","$16,703,751"
31,"Feb 21, 2020",2020,Emma.,Drama,Live Action,Historical Fiction,"$10,000,000","$10,055,355","$17,310,433","$27,365,788"
32,"Mar 13, 2020",2020,Bloodshot,Action,Live Action,Super Hero,"$45,000,000","$10,021,787","$27,141,267","$37,163,054"
33,"Nov 6, 2020",2020,Let Him Go,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$9,358,025","$1,414,982","$10,773,007"
34,"Nov 13, 2020",2020,Freaky,Horror,Live Action,Contemporary Fiction,"$6,000,000","$9,030,855","$9,042,578","$18,073,433"
35,"Feb 14, 2020",2020,Downhill,Drama,Live Action,Contemporary Fiction,$0,"$8,287,061","$872,322","$9,159,383"
36,"Jan 15, 2020",2020,Tenki no Ko,Drama,Digital Animation,Science Fiction,$0,"$8,056,636","$181,934,533","$189,991,169"
37,"Dec 25, 2020",2020,Promising Young Woman,Black Comedy,Live Action,Contemporary Fiction,$0,"$6,460,965","$12,393,201","$18,854,166"
38,"Dec 18, 2020",2020,Fatale,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$6,306,897","$516,423","$6,823,320"
39,"Mar 13, 2020",2020,The Hunt,Thriller/Suspense,Live Action,Contemporary Fiction,"$18,200,000","$5,812,500","$6,588,479","$12,400,979"
40,"Jan 31, 2020",2020,The Rhythm Section,Thriller/Suspense,Live Action,Contemporary Fiction,"$50,000,000","$5,437,971","$545,072","$5,983,043"
41,"Aug 14, 2020",2020,The SpongeBob Movie: Sponge on the Run,Adventure,Digital Animation,Kids Fiction,"$60,000,000","$4,810,790",$0,"$4,810,790"
42,"Sep 11, 2020",2020,The Broken Hearts Gallery,Romantic Comedy,Live Action,Contemporary Fiction,$0,"$4,066,487","$713,474","$4,779,961"
43,"Sep 18, 2020",2020,Infidel,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$4,051,990",$0,"$4,051,990"
44,"Feb 14, 2020",2020,Portrait de la jeune fille en feu,Drama,Live Action,Historical Fiction,"$5,400,000","$3,759,854","$8,157,289","$11,917,143"
45,"Aug 28, 2020",2020,Bill & Ted Face the Music,Comedy,Live Action,Science Fiction,"$25,000,000","$3,439,660","$2,815,970","$6,255,630"
46,"Jan 29, 2020",2020,2020 Oscar Shorts,Multiple Genres,Multiple Production Methods,Multiple Creative Types,$0,"$3,304,748",$0,"$3,304,748"
47,"Oct 23, 2020",2020,The Empty Man,Horror,Live Action,Contemporary Fiction,$0,"$2,995,698","$973,982","$3,969,680"
48,"Feb 21, 2020",2020,Las Pildoras De Mi Novio,Romantic Comedy,Live Action,Contemporary Fiction,$0,"$2,971,116","$3,311,685","$6,282,801"
49,"Dec 11, 2020",2020,Minari,Drama,Live Action,Historical Fiction,"$2,000,000","$2,964,816","$12,509,843","$15,474,659"
50,"Jan 24, 2020",2020,The Last Full Measure,Drama,Live Action,Dramatization,"$20,000,000","$2,949,212","$371,899","$3,321,111"
51,"Aug 21, 2020",2020,Words on Bathroom Walls,Drama,Live Action,Contemporary Fiction,"$9,300,000","$2,542,518","$641,662","$3,184,180"
52,"Sep 11, 2020",2020,After We Collided,Drama,Live Action,Contemporary Fiction,$0,"$2,386,483","$40,919,909","$43,306,392"
53,"Dec 4, 2020",2020,Half Brothers,Comedy,Live Action,Contemporary Fiction,$0,"$2,241,980","$1,033,099","$3,275,079"
54,"May 15, 2020",2020,Scoob!,Adventure,Digital Animation,Kids Fiction,$0,"$2,188,425","$24,087,786","$26,276,211"
55,"Feb 7, 2020",2020,The Lodge,Horror,Live Action,Contemporary Fiction,$0,"$2,138,907","$951,807","$3,090,714"
56,"Aug 28, 2020",2020,The Personal History of David Copperf…,Drama,Live Action,Historical Fiction,"$15,600,000","$1,876,298","$12,754,356","$14,630,654"
57,"Dec 25, 2020",2020,Pinocchio,Adventure,Animation/Live Action,Kids Fiction,"$13,200,000","$1,831,718","$28,528,657","$30,360,375"
58,"May 1, 2020",2020,The Wretched,Horror,Live Action,Contemporary Fiction,"$66,000","$1,815,440","$2,778,781","$4,594,221"
59,"Jul 24, 2020",2020,The Rental,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$1,637,548","$2,339,286","$3,976,834"
60,"Oct 16, 2020",2020,2 Hearts,Drama,Live Action,Dramatization,$0,"$1,349,284",$0,"$1,349,284"
61,"Aug 7, 2020",2020,Ban-do,Horror,Live Action,Science Fiction,"$16,000,000","$1,224,525","$33,866,998","$35,091,523"
62,"Feb 29, 2020",2020,Met Opera — Agrippina,Concert/Performance,Live Action,Historical Fiction,$0,"$1,150,000","$303,796","$1,453,796"
63,"Nov 6, 2020",2020,True to the Game 2: Gena’s Story,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$1,117,808",$0,"$1,117,808"
64,"Jan 31, 2020",2020,The Assistant,Drama,Live Action,Contemporary Fiction,"$1,780,000","$1,100,310","$250,299","$1,350,609"
65,"Oct 16, 2020",2020,Love and Monsters,Adventure,Live Action,Science Fiction,"$30,000,000","$1,070,714","$60,969","$1,131,683"
66,"Jul 3, 2020",2020,Relic,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$1,047,083","$2,191,456","$3,238,539"
