release_date,release_year,title,genre,production_method,creative_type,budget,domestic_gross,international_gross,worldwide_gross,release_month
2017-06-02,2017,Wonder Woman,Action,Live Action,Super Hero,150000000,412563408,405128358,817691766,June
2017-12-20,2017,Jumanji: Welcome to the Jungle,Adventure,Live Action,Science Fiction,90000000,404508916,557123891,961632807,December
2017-05-05,2017,Guardians of the Galaxy Vol 2,Action,Animation/Live Action,Super Hero,200000000,389813101,479274862,869087963,May
2017-07-07,2017,Spider-Man: Homecoming,Action,Live Action,Super Hero,175000000,334201140,544070151,878271291,July
2017-09-08,2017,It,Horror,Live Action,Historical Fiction,35000000,328828874,372183872,701012746,September
2017-11-03,2017,Thor: Ragnarok,Action,Live Action,Super Hero,180000000,315058289,535424489,850482778,November
2017-06-30,2017,Despicable Me 3,Adventure,Digital Animation,Kids Fiction,75000000,264624300,768185357,1032809657,June
2017-11-17,2017,Justice League,Action,Live Action,Super Hero,300000000,229024295,426920914,655945209,November
2017-03-03,2017,Logan,Action,Live Action,Super Hero,127000000,226277068,387925247,614202315,March
2017-04-14,2017,The Fate of the Furious,Action,Live Action,Contemporary Fiction,250000000,225764765,1009769249,1235534014,April
2017-11-22,2017,Coco,Musical,Digital Animation,Kids Fiction,175000000,210460015,586054355,796514370,November
2017-07-21,2017,Dunkirk,Action,Live Action,Dramatization,150000000,190068280,322321731,512390011,July
2017-02-24,2017,Get Out,Horror,Live Action,Contemporary Fiction,5000000,175837935,76459470,252297405,February
2017-02-10,2017,The Lego Batman Movie,Adventure,Digital Animation,Kids Fiction,80000000,175750384,134812712,310563096,February
2017-03-31,2017,The Boss Baby,Adventure,Digital Animation,Kids Fiction,125000000,175003033,352906916,527909949,March
2017-12-20,2017,The Greatest Showman,Musical,Live Action,Dramatization,84000000,174340174,255552496,429892670,December
2017-05-26,2017,Pirates of the Caribbean: Dead Men Te…,Adventure,Animation/Live Action,Historical Fiction,230000000,172558876,622302918,794861794,May
2017-03-10,2017,Kong: Skull Island,Adventure,Live Action,Science Fiction,185000000,168052812,393019247,561072059,March
2017-06-16,2017,Cars 3,Adventure,Digital Animation,Kids Fiction,175000000,152901115,230640254,383541369,June
2017-07-14,2017,War for the Planet of the Apes,Action,Animation/Live Action,Science Fiction,152000000,146880162,342712105,489592267,July
2017-01-20,2017,Split,Horror,Live Action,Contemporary Fiction,9000000,138141585,140613009,278754594,January
2017-11-17,2017,Wonder,Drama,Live Action,Dramatization,20000000,132422809,178401787,310824596,November
2017-06-21,2017,Transformers: The Last Knight,Action,Animation/Live Action,Science Fiction,217000000,130168683,472724657,602893340,June
2017-07-21,2017,Girls Trip,Comedy,Live Action,Contemporary Fiction,28000000,115108515,25777838,140886353,July
2017-02-10,2017,Fifty Shades Darker,Drama,Live Action,Contemporary Fiction,55000000,114434010,266933036,381367046,February
2017-06-28,2017,Baby Driver,Thriller/Suspense,Live Action,Contemporary Fiction,34000000,107825862,119152129,226977991,June
2017-12-22,2017,Pitch Perfect 3,Comedy,Live Action,Contemporary Fiction,45000000,104897530,80838882,185736412,December
2017-11-10,2017,Daddy’s Home 2,Comedy,Live Action,Contemporary Fiction,70000000,104029443,71777740,175807183,November
2017-11-10,2017,Murder on the Orient Express,Drama,Live Action,Historical Fiction,55000000,102826543,248940604,351767147,November
2017-08-11,2017,Annabelle: Creation,Horror,Live Action,Contemporary Fiction,15000000,102092201,203292664,305384865,August
2017-09-22,2017,Kingsman: The Golden Circle,Action,Live Action,Contemporary Fiction,104000000,100234838,308568858,408803696,September
2017-10-06,2017,Blade Runner 2049,Thriller/Suspense,Live Action,Science Fiction,185000000,92054159,165713638,257767797,October
2017-02-10,2017,John Wick: Chapter Two,Action,Live Action,Contemporary Fiction,40000000,92029184,79510703,171539887,February
2017-07-28,2017,The Emoji Movie,Adventure,Digital Animation,Kids Fiction,50000000,86089513,130475326,216564839,July
2017-03-24,2017,Power Rangers,Action,Animation/Live Action,Kids Fiction,120000000,85364450,57167102,142531552,March
2017-12-15,2017,Ferdinand,Adventure,Digital Animation,Kids Fiction,111000000,84410380,223081265,307491645,December
2017-12-22,2017,The Post,Drama,Live Action,Dramatization,50000000,81903458,97865999,179769457,December
2017-06-09,2017,The Mummy,Adventure,Live Action,Historical Fiction,195000000,80101125,329852780,409953905,June
2017-08-18,2017,The Hitman’s Bodyguard,Action,Live Action,Contemporary Fiction,30000000,75468583,107946600,183415183,August
2017-05-19,2017,Alien: Covenant,Horror,Live Action,Science Fiction,97000000,74262031,164259216,238521247,May
2017-06-02,2017,Captain Underpants: The First Epic Movie,Adventure,Digital Animation,Kids Fiction,38000000,73921000,52501949,126422949,June
2017-11-01,2017,A Bad Moms Christmas,Comedy,Live Action,Contemporary Fiction,28000000,72110659,55599891,127710550,November
2017-01-27,2017,A Dog’s Purpose,Drama,Live Action,Contemporary Fiction,25000000,64321890,138733537,203055427,January
2017-12-01,2017,The Shape of Water,Drama,Live Action,Historical Fiction,19500000,63859435,131931359,195790794,December
2017-09-22,2017,The Lego Ninjago Movie,Adventure,Digital Animation,Kids Fiction,70000000,59281555,63455646,122737201,September
2017-05-25,2017,Baywatch,Comedy,Live Action,Contemporary Fiction,60000000,58060186,117803597,175863783,May
2017-03-03,2017,The Shack,Drama,Live Action,Contemporary Fiction,20000000,57386418,39474390,96860808,March
2017-11-22,2017,Darkest Hour,Drama,Live Action,Dramatization,30000000,56443120,94364510,150807630,November
2017-10-13,2017,Happy Death Day,Horror,Live Action,Contemporary Fiction,5000000,55683845,69326415,125010260,October
2017-11-10,2017,"Three Billboards Outside Ebbing, Miss…",Black Comedy,Live Action,Contemporary Fiction,12000000,54513740,106644611,161158351,November
2017-07-28,2017,Atomic Blonde,Thriller/Suspense,Live Action,Historical Fiction,30000000,51573925,46771498,98345423,July
2017-09-29,2017,American Made,Action,Live Action,Dramatization,50000000,51342000,84227212,135569212,September
2017-08-04,2017,The Dark Tower,Western,Live Action,Science Fiction,66000000,50701325,62760202,113461527,August
2017-11-03,2017,Lady Bird,Drama,Live Action,Contemporary Fiction,10000000,48958273,31162671,80120944,November
2017-10-20,2017,Tyler Perry’s Boo 2! A Madea Halloween,Comedy,Live Action,Contemporary Fiction,20000000,47319572,560000,47879572,October
2017-05-12,2017,Snatched,Comedy,Live Action,Contemporary Fiction,42000000,45852178,14277380,60129558,May
2017-02-17,2017,The Great Wall,Action,Live Action,Historical Fiction,150000000,45157105,289329747,334486852,February
2017-04-07,2017,Smurfs: The Lost Village,Adventure,Digital Animation,Kids Fiction,60000000,45020282,152558304,197578586,April
2017-04-07,2017,Going in Style,Comedy,Live Action,Contemporary Fiction,24000000,45018541,35793883,80812424,April
2017-06-16,2017,All Eyez on Me,Drama,Live Action,Dramatization,45000000,44922302,12775124,57697426,June
2017-01-20,2017,xXx: Return of Xander Cage,Action,Live Action,Contemporary Fiction,85000000,44898413,300134946,345033359,January
2017-06-16,2017,47 Meters Down,Thriller/Suspense,Live Action,Contemporary Fiction,5300000,44307193,18326512,62633705,June
2017-06-23,2017,The Big Sick,Romantic Comedy,Live Action,Dramatization,5000000,42872467,13996210,56868677,June
2017-11-17,2017,The Star,Adventure,Digital Animation,Kids Fiction,20000000,40847995,21758554,62606549,November
2017-03-31,2017,Ghost in the Shell,Action,Live Action,Science Fiction,110000000,40563557,127347133,167910690,March
2017-07-21,2017,Valerian and the City of a Thousand P…,Adventure,Animation/Live Action,Science Fiction,180000000,40479370,174618986,215098356,July
2017-05-12,2017,King Arthur: Legend of the Sword,Adventure,Live Action,Fantasy,175000000,39175066,100455270,139630336,May
2017-10-27,2017,Jigsaw,Horror,Live Action,Contemporary Fiction,10000000,38052832,66170483,104223315,October
2017-09-15,2017,American Assassin,Thriller/Suspense,Live Action,Contemporary Fiction,63000000,36249674,32060466,68310140,September
2017-10-13,2017,The Foreigner,Action,Live Action,Contemporary Fiction,35000000,34393507,110980592,145374099,October
2017-05-19,2017,"Everything, Everything",Drama,Live Action,Contemporary Fiction,10000000,34121140,27481996,61603136,May
2017-08-04,2017,Wind River,Thriller/Suspense,Live Action,Contemporary Fiction,11000000,33800859,11184120,44984979,August
2017-10-20,2017,Geostorm,Thriller/Suspense,Live Action,Science Fiction,100000000,33700160,187095849,220796009,October
2017-01-13,2017,Monster Trucks,Adventure,Animation/Live Action,Science Fiction,125000000,33370166,28272632,61642798,January
2017-02-17,2017,Fist Fight,Comedy,Live Action,Contemporary Fiction,25000000,32187017,8099399,40286416,February
2017-04-28,2017,How to Be a Latin Lover,Comedy,Live Action,Contemporary Fiction,10000000,32149404,30406824,62556228,April
2017-08-04,2017,Kidnap,Thriller/Suspense,Live Action,Contemporary Fiction,21000000,30718107,4117973,34836080,August
2017-01-06,2017,Underworld: Blood Wars,Action,Live Action,Fantasy,35000000,30353973,50855249,81209222,January
2017-10-06,2017,The Mountain Between Us,Adventure,Live Action,Contemporary Fiction,0,30348555,32268992,62617547,October
2017-03-24,2017,Life,Thriller/Suspense,Live Action,Science Fiction,58000000,30234022,71581638,101815660,March
2017-12-08,2017,"I, Tonya",Black Comedy,Live Action,Dramatization,11000000,30014534,23782875,53797409,December
2017-12-22,2017,Hostiles,Western,Live Action,Historical Fiction,50000000,29819114,7157222,36976336,December
2017-12-25,2017,Molly’s Game,Drama,Live Action,Dramatization,30000000,28780744,24515680,53296424,December
2017-08-11,2017,The Nut Job 2: Nutty by Nature,Adventure,Digital Animation,Kids Fiction,40000000,28370522,29054430,57424952,August
2017-02-03,2017,Rings,Horror,Live Action,Contemporary Fiction,25000000,27793018,55124265,82917283,February
2017-08-18,2017,Logan Lucky,Comedy,Live Action,Contemporary Fiction,29000000,27778642,21267479,49046121,August
2017-09-08,2017,Home Again,Romantic Comedy,Live Action,Contemporary Fiction,15000000,27020284,10316590,37336874,September
2017-01-27,2017,Resident Evil: The Final Chapter,Horror,Live Action,Science Fiction,40000000,26844692,287256498,314101190,January
2017-06-30,2017,The House,Comedy,Live Action,Contemporary Fiction,40000000,25584504,5607921,31192425,June
2017-12-25,2017,All the Money in the World,Thriller/Suspense,Live Action,Dramatization,50000000,25106325,31784324,56890649,December
2017-04-07,2017,Gifted,Drama,Live Action,Contemporary Fiction,7000000,24801212,12163444,36964656,April
2017-12-22,2017,Downsizing,Comedy,Live Action,Science Fiction,68000000,24449754,30013217,54462971,December
2017-01-13,2017,The Bye Bye Man,Horror,Live Action,Contemporary Fiction,7400000,22395806,8791921,31187727,January
2017-09-22,2017,Victoria and Abdul,Drama,Live Action,Dramatization,21000000,22245070,46026076,68271146,September
2017-06-16,2017,Rough Night,Black Comedy,Live Action,Contemporary Fiction,20000000,22105643,24738714,46844357,June
2017-10-06,2017,My Little Pony: The Movie,Adventure,Digital Animation,Kids Fiction,6500000,21885107,39409537,61294644,October
2017-08-25,2017,Ballerina,Adventure,Digital Animation,Kids Fiction,30000000,21858070,74731719,96589789,August
2017-12-25,2017,Phantom Thread,Drama,Live Action,Historical Fiction,35000000,21198205,26542538,47740743,December
2018-02-16,2018,Black Panther,Action,Live Action,Super Hero,200000000,700059566,636434754,1336494320,February
2018-04-27,2018,Avengers: Infinity War,Action,Animation/Live Action,Super Hero,300000000,678815482,1369544272,2048359754,April
2018-06-15,2018,Incredibles 2,Adventure,Digital Animation,Kids Fiction,200000000,608581744,634223615,1242805359,June
2018-06-22,2018,Jurassic World: Fallen Kingdom,Action,Live Action,Science Fiction,170000000,417719760,890603542,1308323302,June
2018-12-21,2018,Aquaman,Action,Animation/Live Action,Super Hero,160000000,335061807,808696893,1143758700,December
2018-05-18,2018,Deadpool 2,Action,Animation/Live Action,Super Hero,110000000,324591735,461770635,786362370,May
2018-11-09,2018,Dr. Seuss’ The Grinch,Adventure,Digital Animation,Kids Fiction,75000000,270834950,241753271,512588221,November
2018-07-27,2018,Mission: Impossible—Fallout,Action,Live Action,Contemporary Fiction,178000000,220159104,566467079,786626183,July
2018-07-06,2018,Ant-Man and the Wasp,Action,Animation/Live Action,Super Hero,130000000,216648740,406495920,623144660,July
2018-11-02,2018,Bohemian Rhapsody,Drama,Live Action,Dramatization,55000000,216303339,662785558,879088897,November
2018-10-05,2018,A Star is Born,Drama,Live Action,Contemporary Fiction,36000000,215288866,216581657,431870523,October
2018-05-25,2018,Solo: A Star Wars Story,Adventure,Animation/Live Action,Science Fiction,275000000,213767512,179383835,393151347,May
2018-10-05,2018,Venom,Action,Animation/Live Action,Super Hero,116000000,213511408,642569645,856081053,October
2018-11-21,2018,Ralph Breaks The Internet,Adventure,Digital Animation,Kids Fiction,175000000,201091711,328199119,529290830,November
2018-12-14,2018,Spider-Man: Into The Spider-Verse 3D,Adventure,Digital Animation,Super Hero,90000000,190173195,185291432,375464627,December
2018-04-06,2018,A Quiet Place,Horror,Live Action,Science Fiction,17000000,188024361,146852309,334876670,April
2018-08-15,2018,Crazy Rich Asians,Romantic Comedy,Live Action,Contemporary Fiction,30000000,174532921,63281228,237814149,August
2018-12-19,2018,Mary Poppins Returns,Musical,Animation/Live Action,Kids Fiction,130000000,171958438,176942594,348901032,December
2018-07-13,2018,Hotel Transylvania 3: Summer Vacation,Adventure,Digital Animation,Kids Fiction,65000000,167500092,360206475,527706567,July
2018-11-16,2018,Fantastic Beasts: The Crimes of Grind…,Adventure,Animation/Live Action,Fantasy,200000000,159555901,488899438,648455339,November
2018-10-19,2018,Halloween,Horror,Live Action,Contemporary Fiction,10000000,159366015,96050074,255416089,October
2018-08-10,2018,The Meg,Action,Live Action,Science Fiction,178000000,145443742,381824086,527267828,August
2018-06-08,2018,Ocean’s 8,Action,Live Action,Contemporary Fiction,70000000,140218711,157500000,297718711,June
2018-03-29,2018,Ready Player One,Adventure,Animation/Live Action,Science Fiction,150000000,137690172,441365481,579055653,March
2018-12-21,2018,Bumblebee,Adventure,Animation/Live Action,Science Fiction,102000000,127195589,338000000,465195589,December
2018-07-20,2018,Mamma Mia: Here We Go Again!,Musical,Live Action,Contemporary Fiction,75000000,120634935,278540445,399175380,July
2018-09-07,2018,The Nun,Horror,Live Action,Contemporary Fiction,22000000,117450119,245449918,362900037,September
2018-11-21,2018,Creed II,Drama,Live Action,Contemporary Fiction,50000000,115715889,97875633,213591522,November
2018-02-09,2018,Peter Rabbit,Adventure,Animation/Live Action,Kids Fiction,50000000,115234093,231493279,346727372,February
2018-12-14,2018,The Mule,Drama,Live Action,Dramatization,50000000,103804407,69649587,173453994,December
2018-07-20,2018,The Equalizer 2,Action,Live Action,Contemporary Fiction,77000000,102084362,88291819,190376181,July
2018-04-13,2018,Rampage,Action,Live Action,Science Fiction,120000000,101028233,326918984,427947217,April
2018-03-09,2018,A Wrinkle in Time,Adventure,Live Action,Fantasy,103000000,100478608,32735941,133214549,March
2018-02-09,2018,Fifty Shades Freed,Drama,Live Action,Contemporary Fiction,55000000,100407760,271577258,371985018,February
2018-08-03,2018,Christopher Robin,Adventure,Animation/Live Action,Kids Fiction,75000000,99215042,98529335,197744377,August
2018-11-16,2018,Green Book,Comedy,Live Action,Dramatization,23000000,85080171,234914848,319995019,November
2018-03-16,2018,I Can Only Imagine,Drama,Live Action,Dramatization,7000000,83482352,2301215,85783567,March
2018-09-28,2018,Smallfoot,Adventure,Digital Animation,Kids Fiction,80000000,83240103,131004092,214244195,September
2018-09-28,2018,Night School,Comedy,Live Action,Contemporary Fiction,29000000,77339130,26806503,104145633,September
2018-07-04,2018,The First Purge,Horror,Live Action,Contemporary Fiction,13000000,69488745,67565852,137054597,July
2018-02-23,2018,Game Night,Comedy,Live Action,Contemporary Fiction,37000000,69179066,48199018,117378084,February
2018-05-18,2018,Book Club,Romantic Comedy,Live Action,Contemporary Fiction,10000000,68566296,37387336,105953632,May
2018-09-21,2018,The House with a Clock in its Walls,Comedy,Live Action,Historical Fiction,40000000,68549695,62907452,131457147,September
2018-07-13,2018,Skyscraper,Action,Live Action,Contemporary Fiction,125000000,68420120,236438001,304858121,July
2018-01-05,2018,Insidious: The Last Key,Horror,Live Action,Contemporary Fiction,10000000,67745330,105066641,172811971,January
2018-11-16,2018,Instant Family,Comedy,Live Action,Contemporary Fiction,48000000,67363237,52372951,119736188,November
2018-04-06,2018,Blockers,Comedy,Live Action,Contemporary Fiction,21000000,60311495,34212286,94523781,April
2018-03-23,2018,Pacific Rim: Uprising,Action,Live Action,Science Fiction,155000000,59874525,231055623,290930148,March
2018-03-16,2018,Tomb Raider,Action,Live Action,Contemporary Fiction,90000000,58250803,215226698,273477501,March
2018-01-26,2018,Maze Runner: The Death Cure,Action,Live Action,Science Fiction,61000000,58032443,207846093,265878536,January
2018-11-02,2018,The Nutcracker and the Four Realms,Adventure,Live Action,Fantasy,132900000,54858851,115165449,170024300,November
2018-06-15,2018,Tag,Comedy,Live Action,Contemporary Fiction,28000000,54730625,22294319,77024944,June
2018-09-14,2018,A Simple Favor,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,53548586,44080131,97628717,September
2018-05-11,2018,Life of the Party,Comedy,Live Action,Contemporary Fiction,30000000,53059911,12800000,65859911,May
2018-09-14,2018,The Predator,Action,Live Action,Science Fiction,88000000,51024708,108462855,159487563,September
2018-05-04,2018,Overboard,Romantic Comedy,Live Action,Contemporary Fiction,12000000,50316123,40928790,91244913,May
2018-06-29,2018,Sicario: Day of the Soldado,Action,Live Action,Contemporary Fiction,35000000,50065850,26280244,76346094,June
2018-08-10,2018,BlacKkKlansman,Black Comedy,Live Action,Dramatization,15000000,49275340,44136086,93411426,August
2018-04-20,2018,I Feel Pretty,Comedy,Live Action,Contemporary Fiction,32000000,48795601,42648494,91444095,April
2018-12-25,2018,Vice,Black Comedy,Live Action,Dramatization,60000000,47836282,23057500,70893782,December
2018-03-02,2018,Red Sparrow,Thriller/Suspense,Live Action,Contemporary Fiction,69000000,46874505,99077356,145951861,March
2018-05-11,2018,Breaking In,Thriller/Suspense,Live Action,Contemporary Fiction,6000000,46840590,4644792,51485382,May
2018-10-12,2018,Goosebumps 2: Haunted Halloween,Horror,Animation/Live Action,Kids Fiction,35000000,46697321,46309108,93006429,October
2018-01-19,2018,12 Strong,Drama,Live Action,Historical Fiction,35000000,45819713,25298665,71118378,January
2018-01-19,2018,Den of Thieves,Action,Live Action,Contemporary Fiction,30000000,44947622,35199544,80147166,January
2018-10-12,2018,First Man,Drama,Live Action,Dramatization,60000000,44936545,60587192,105523737,October
2018-06-08,2018,Hereditary,Horror,Live Action,Contemporary Fiction,10000000,44069456,37194033,81263489,June
2018-03-30,2018,Acrimony,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,43549096,3078740,46627836,March
2018-03-23,2018,Sherlock Gnomes,Adventure,Digital Animation,Kids Fiction,59000000,43242871,54216235,97459106,March
2018-06-29,2018,Uncle Drew,Comedy,Live Action,Contemporary Fiction,18000000,42469946,4124315,46594261,June
2018-11-16,2018,Widows,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,42402632,33582068,75984700,November
2018-04-13,2018,Truth or Dare,Thriller/Suspense,Live Action,Contemporary Fiction,3500000,41411015,53881729,95292744,April
2018-01-12,2018,Paddington 2,Adventure,Animation/Live Action,Kids Fiction,0,40891591,151852726,192744317,January
2018-03-16,2018,"Love, Simon",Drama,Live Action,Contemporary Fiction,10000000,40826341,24694292,65520633,March
2018-12-21,2018,Second Act,Comedy,Live Action,Contemporary Fiction,15700000,39282227,24006627,63288854,December
2018-01-12,2018,The Commuter,Action,Live Action,Contemporary Fiction,40000000,36343858,82165978,118509836,January
2018-02-09,2018,The 15:17 to Paris,Drama,Live Action,Dramatization,30000000,36276286,19819914,56096200,February
2018-08-17,2018,Mile 22,Action,Live Action,Contemporary Fiction,35000000,36108758,30186363,66295121,August
2018-08-17,2018,Alpha,Adventure,Live Action,Historical Fiction,51000000,35851379,63773494,99624873,August
2018-09-07,2018,Peppermint,Action,Live Action,Contemporary Fiction,25000000,35418723,16382035,51800758,September
2018-11-23,2018,The Favourite,Black Comedy,Live Action,Dramatization,15000000,34366783,61482246,95849029,November
2018-03-02,2018,Death Wish,Action,Live Action,Contemporary Fiction,30000000,34017028,14558937,48575965,March
2018-08-03,2018,The Spy Who Dumped Me,Comedy,Live Action,Contemporary Fiction,40000000,33562069,45436176,78998245,August
2018-02-23,2018,Annihilation,Thriller/Suspense,Live Action,Science Fiction,55000000,32732301,10338614,43070915,February
2018-03-23,2018,Isle of Dogs,Adventure,Stop-Motion Animation,Kids Fiction,0,32015231,26482519,58497750,March
2018-11-02,2018,Nobody’s Fool,Drama,Live Action,Contemporary Fiction,19000000,31713110,876383,32589493,November
2018-06-01,2018,Adrift,Drama,Live Action,Dramatization,35000000,31445011,26452180,57897191,June
2018-11-21,2018,Robin Hood,Action,Live Action,Historical Fiction,99000000,30824628,54385384,85210012,November
2018-04-20,2018,Super Troopers 2,Comedy,Live Action,Contemporary Fiction,13500000,30617396,1349344,31966740,April
2018-12-25,2018,Holmes & Watson,Comedy,Live Action,Historical Fiction,42000000,30568743,11357862,41926605,December
2018-08-10,2018,Slender Man,Horror,Live Action,Contemporary Fiction,10000000,30564825,21381124,51945949,August
2018-07-27,2018,Teen Titans Go! To The Movies,Adventure,Digital Animation,Kids Fiction,10000000,29790236,21830357,51620593,July
2018-10-05,2018,The Hate U Give,Drama,Live Action,Contemporary Fiction,23000000,29719483,5348182,35067665,October
2018-08-24,2018,Searching,Thriller/Suspense,Live Action,Contemporary Fiction,880000,26015149,49620898,75636047,August
2018-02-02,2018,Winchester,Horror,Live Action,Dramatization,3500000,25091816,20868439,45960255,February
2018-12-25,2018,On the Basis of Sex,Drama,Live Action,Dramatization,20000000,24704837,14076051,38780888,December
2018-03-09,2018,The Strangers: Prey at Night,Horror,Live Action,Dramatization,5000000,24431472,7712790,32144262,March
2018-09-14,2018,White Boy Rick,Drama,Live Action,Dramatization,30000000,24004833,1943150,25947983,September
2018-06-08,2018,Won’t You Be My Neighbor?,Documentary,Live Action,Factual,0,22835787,11872,22847659,June
2018-11-09,2018,Overlord,Action,Live Action,Historical Fiction,38000000,21704844,17473345,39178189,November
2019-04-26,2019,Avengers: Endgame,Action,Animation/Live Action,Super Hero,400000000,858373000,1930539285,2788912285,April
2019-07-19,2019,The Lion King,Adventure,Animation/Live Action,Kids Fiction,260000000,543638043,1102468736,1646106779,July
2019-12-20,2019,Star Wars: The Rise of Skywalker,Adventure,Animation/Live Action,Science Fiction,275000000,515202542,557565455,1072767997,December
2019-11-22,2019,Frozen II,Adventure,Digital Animation,Kids Fiction,150000000,477373578,976309898,1453683476,November
2019-06-21,2019,Toy Story 4,Adventure,Digital Animation,Kids Fiction,200000000,434038008,638779956,1072817964,June
2019-03-08,2019,Captain Marvel,Action,Animation/Live Action,Super Hero,175000000,426829839,702746255,1129576094,March
2019-07-02,2019,Spider-Man: Far From Home,Action,Live Action,Super Hero,160000000,390532085,741575437,1132107522,July
2019-05-24,2019,Aladdin,Adventure,Animation/Live Action,Fantasy,182000000,355559216,691028297,1046587513,May
2019-10-04,2019,Joker,Thriller/Suspense,Live Action,Contemporary Fiction,55000000,335451311,728633935,1064085246,October
2019-12-13,2019,Jumanji: The Next Level,Adventure,Live Action,Science Fiction,125000000,316831246,481378969,798210215,December
2019-09-06,2019,It: Chapter Two,Horror,Live Action,Contemporary Fiction,70000000,211593228,255968358,467561586,September
2019-03-22,2019,Us,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,175084580,80938127,256022707,March
2019-08-02,2019,Fast & Furious Presents: Hobbs & Shaw,Action,Live Action,Contemporary Fiction,200000000,173956935,586775991,760732926,August
2019-05-17,2019,John Wick: Chapter 3 — Parabellum,Action,Live Action,Contemporary Fiction,75000000,171016727,155668652,326685379,May
2019-11-27,2019,Knives Out,Drama,Live Action,Contemporary Fiction,40000000,165364060,147534686,312898746,November
2019-02-22,2019,How to Train Your Dragon: The Hidden …,Adventure,Digital Animation,Kids Fiction,129000000,160799505,360795917,521595422,February
2019-12-25,2019,1917,Thriller/Suspense,Live Action,Historical Fiction,100000000,159227644,229912796,389140440,December
2019-06-07,2019,The Secret Life of Pets 2,Adventure,Digital Animation,Kids Fiction,80000000,158874395,287235321,446109716,June
2019-05-10,2019,Pokémon: Detective Pikachu,Adventure,Animation/Live Action,Kids Fiction,150000000,144105346,284814480,428919826,May
2019-07-26,2019,Once Upon a Time…in Hollywood,Thriller/Suspense,Live Action,Dramatization,90000000,142502728,234924175,377426903,July
2019-04-05,2019,Shazam!,Action,Live Action,Super Hero,85000000,140371656,223192251,363563907,April
2019-11-15,2019,Ford v. Ferrari,Drama,Live Action,Dramatization,97600000,117624357,106766349,224390706,November
2019-03-29,2019,Dumbo,Adventure,Animation/Live Action,Kids Fiction,170000000,114766307,238400000,353166307,March
2019-10-18,2019,Maleficent: Mistress of Evil,Adventure,Live Action,Fantasy,185000000,113929605,375251752,489181357,October
2019-01-18,2019,Glass,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,111048468,135950571,246999039,January
2019-05-31,2019,Godzilla: King of the Monsters,Action,Live Action,Science Fiction,170000000,110500138,272799776,383299914,May
2019-01-11,2019,The Upside,Comedy,Live Action,Dramatization,37500000,108235497,17582943,125818440,January
2019-12-25,2019,Little Women,Drama,Live Action,Historical Fiction,42000000,108095955,110742431,218838386,December
2019-02-08,2019,The LEGO Movie 2: The Second Part,Adventure,Digital Animation,Kids Fiction,99000000,105806508,84324527,190131035,February
2019-09-13,2019,Hustlers,Drama,Live Action,Dramatization,20700000,104963598,45504321,150467919,September
2019-10-11,2019,The Addams Family,Adventure,Digital Animation,Kids Fiction,24000000,97864733,102723813,200588546,October
2019-09-20,2019,Downton Abbey,Drama,Live Action,Historical Fiction,0,96853865,97840860,194694725,September
2019-05-31,2019,Rocketman,Drama,Live Action,Dramatization,41000000,96368160,94627033,190995193,May
2019-02-14,2019,Alita: Battle Angel,Action,Animation/Live Action,Science Fiction,170000000,85838210,316061830,401900040,February
2019-08-16,2019,Good Boys,Comedy,Live Action,Contemporary Fiction,20000000,83140306,28033942,111174248,August
2019-06-14,2019,Men in Black: International,Adventure,Animation/Live Action,Science Fiction,110000000,80001807,174308196,254310003,June
2019-06-26,2019,Annabelle Comes Home,Horror,Live Action,Contemporary Fiction,27000000,74152591,156626600,230779191,June
2019-06-28,2019,Yesterday,Romantic Comedy,Live Action,Contemporary Fiction,0,73286650,81496674,154783324,June
2019-03-01,2019,Tyler Perry’s A Madea Family Funeral,Comedy,Live Action,Contemporary Fiction,20000000,73257045,1524954,74781999,March
2019-10-18,2019,Zombieland: Double Tap,Comedy,Live Action,Contemporary Fiction,48000000,73118130,52094888,125213018,October
2019-08-23,2019,Angel Has Fallen,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,69030436,64315147,133345583,August
2019-08-09,2019,Scary Stories to Tell in the Dark,Horror,Live Action,Historical Fiction,28000000,68947075,26645594,95592669,August
2019-12-25,2019,Spies in Disguise,Adventure,Digital Animation,Kids Fiction,100000000,66757013,98367080,165124093,December
2019-06-07,2019,Dark Phoenix,Action,Live Action,Super Hero,200000000,65845974,180510921,246356895,June
2019-11-01,2019,Terminator: Dark Fate,Action,Animation/Live Action,Science Fiction,185000000,62253077,188114589,250367666,November
2019-11-22,2019,A Beautiful Day in the Neighborhood,Drama,Live Action,Dramatization,45000000,61696436,6893567,68590003,November
2019-09-27,2019,Abominable,Adventure,Digital Animation,Kids Fiction,75000000,60761390,127907298,188668688,September
2019-08-09,2019,Dora and the Lost City of Gold,Adventure,Live Action,Kids Fiction,49000000,60477943,60114333,120592276,August
2019-01-04,2019,Escape Room,Horror,Live Action,Contemporary Fiction,9000000,57000756,98614971,155615727,January
2019-11-08,2019,Midway,Action,Live Action,Dramatization,100000000,56846802,69968228,126815030,November
2019-04-19,2019,The Curse of La Llorona,Horror,Live Action,Contemporary Fiction,9000000,54733739,68400000,123133739,April
